"filename", "language", "PHP", "JSON", "Markdown", "XML", "YAML", "JavaScript", "CSS", "Batch", "Shell Script", "SQLite", "SCSS", "HTML", "comment", "blank", "total"
"c:\xampp\htdocs\cscs\plugins\datatables-rowgroup\js\rowGroup.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\css\rowReorder.bootstrap4.css", "CSS", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\css\rowReorder.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\js\dataTables.rowReorder.js", "JavaScript", 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 256, 131, 821
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\js\dataTables.rowReorder.min.js", "JavaScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 1, 20
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\js\rowReorder.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\cscs\plugins\datatables-rowreorder\js\rowReorder.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\css\scroller.bootstrap4.css", "CSS", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 37
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\css\scroller.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\js\dataTables.scroller.js", "JavaScript", 0, 0, 0, 0, 0, 664, 0, 0, 0, 0, 0, 0, 451, 188, 1303
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\js\dataTables.scroller.min.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 1, 29
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\js\scroller.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\cscs\plugins\datatables-scroller\js\scroller.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\css\searchPanes.bootstrap4.css", "CSS", 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 22, 348
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\css\searchPanes.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\js\dataTables.searchPanes.js", "JavaScript", 0, 0, 0, 0, 0, 2156, 0, 0, 0, 0, 0, 0, 464, 5, 2625
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\js\dataTables.searchPanes.min.js", "JavaScript", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 4, 1, 92
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\js\searchPanes.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 3, 1, 59
"c:\xampp\htdocs\cscs\plugins\datatables-searchpanes\js\searchPanes.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\cscs\plugins\datatables-select\css\select.bootstrap4.css", "CSS", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 3, 116
"c:\xampp\htdocs\cscs\plugins\datatables-select\css\select.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\datatables-select\js\dataTables.select.js", "JavaScript", 0, 0, 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 263, 201, 1207
"c:\xampp\htdocs\cscs\plugins\datatables-select\js\dataTables.select.min.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 1, 29
"c:\xampp\htdocs\cscs\plugins\datatables-select\js\select.bootstrap4.js", "JavaScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\cscs\plugins\datatables-select\js\select.bootstrap4.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\cscs\plugins\datatables\jquery.dataTables.js", "JavaScript", 0, 0, 0, 0, 0, 6400, 0, 0, 0, 0, 0, 0, 6997, 1987, 15384
"c:\xampp\htdocs\cscs\plugins\datatables\jquery.dataTables.min.js", "JavaScript", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 4, 1, 169
"c:\xampp\htdocs\cscs\plugins\daterangepicker\daterangepicker.css", "CSS", 0, 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 1, 73, 411
"c:\xampp\htdocs\cscs\plugins\daterangepicker\daterangepicker.js", "JavaScript", 0, 0, 0, 0, 0, 1170, 0, 0, 0, 0, 0, 0, 115, 294, 1579
"c:\xampp\htdocs\cscs\plugins\dropzone\basic.css", "CSS", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 2, 40
"c:\xampp\htdocs\cscs\plugins\dropzone\dropzone-amd-module.js", "JavaScript", 0, 0, 0, 0, 0, 2394, 0, 0, 0, 0, 0, 0, 535, 593, 3522
"c:\xampp\htdocs\cscs\plugins\dropzone\dropzone.css", "CSS", 0, 0, 0, 0, 0, 0, 391, 0, 0, 0, 0, 0, 4, 2, 397
"c:\xampp\htdocs\cscs\plugins\dropzone\dropzone.js", "JavaScript", 0, 0, 0, 0, 0, 2384, 0, 0, 0, 0, 0, 0, 532, 592, 3508
"c:\xampp\htdocs\cscs\plugins\dropzone\min\basic.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\dropzone\min\dropzone-amd-module.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\cscs\plugins\dropzone\min\dropzone.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\dropzone\min\dropzone.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\cscs\plugins\ekko-lightbox\ekko-lightbox.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2
"c:\xampp\htdocs\cscs\plugins\ekko-lightbox\ekko-lightbox.js", "JavaScript", 0, 0, 0, 0, 0, 525, 0, 0, 0, 0, 0, 0, 47, 97, 669
"c:\xampp\htdocs\cscs\plugins\ekko-lightbox\ekko-lightbox.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\xampp\htdocs\cscs\plugins\fastclick\fastclick.js", "JavaScript", 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 0, 0, 277, 165, 842
"c:\xampp\htdocs\cscs\plugins\filterizr\filterizr.min.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 12
"c:\xampp\htdocs\cscs\plugins\filterizr\jquery.filterizr.min.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 26, 0, 29
"c:\xampp\htdocs\cscs\plugins\filterizr\vanilla.filterizr.min.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 12
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\css\flag-icon.css", "CSS", 0, 0, 0, 0, 0, 0, 1568, 0, 0, 0, 0, 0, 0, 1, 1569
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\css\flag-icon.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ad.svg", "XML", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 149
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ae.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\af.svg", "XML", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ag.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ai.svg", "XML", 0, 0, 0, 763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 764
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\al.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\am.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ao.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\aq.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ar.svg", "XML", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\as.svg", "XML", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\at.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\au.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\aw.svg", "XML", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 187
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ax.svg", "XML", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\az.svg", "XML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ba.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bb.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bd.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\be.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bf.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bg.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bh.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bi.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bj.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bl.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bm.svg", "XML", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 99
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bn.svg", "XML", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bo.svg", "XML", 0, 0, 0, 678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 679
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bq.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\br.svg", "XML", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bs.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bt.svg", "XML", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 90
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bv.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bw.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\by.svg", "XML", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\bz.svg", "XML", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 146
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ca.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cc.svg", "XML", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cd.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cf.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cg.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ch.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ci.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ck.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cl.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cm.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cn.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\co.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cr.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cu.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cv.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cw.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cx.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cy.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\cz.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\de.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\dj.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\dk.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\dm.svg", "XML", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 153
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\do.svg", "XML", 0, 0, 0, 6745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6746
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\dz.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ec.svg", "XML", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ee.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\eg.svg", "XML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\eh.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\er.svg", "XML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\es-ca.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\es-ga.svg", "XML", 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 190
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\es.svg", "XML", 0, 0, 0, 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 548
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\et.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\eu.svg", "XML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fi.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fj.svg", "XML", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 126
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fk.svg", "XML", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fm.svg", "XML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fo.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\fr.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ga.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gb-eng.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gb-nir.svg", "XML", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 132
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gb-sct.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gb-wls.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gb.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gd.svg", "XML", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\ge.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gf.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gg.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gh.svg", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gi.svg", "XML", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gl.svg", "XML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gm.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gn.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gp.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gq.svg", "XML", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gr.svg", "XML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gs.svg", "XML", 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 207
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gt.svg", "XML", 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 205
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gu.svg", "XML", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gw.svg", "XML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\gy.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\hk.svg", "XML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\hm.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\hn.svg", "XML", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\cscs\plugins\flag-icon-css\flags\1x1\hr.svg", "XML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
